imo,description,ship_type
8812930,General Cargo,Cargo
6620814,Fishing Vessel,Fishing
8684541,General Cargo,Cargo
9688958,General Cargo,Cargo
8853374,Fishing Vessel,Fishing
9553660,LPG/Chemical Tanker,Tanker - Hazard D (Recognizable)
9016014,Passenger Ship,Passenger
9595981,Bulk Carrier,Cargo
9434228,Oil/Chemical Tanker,Tanker
9229403,Vehicles Carrier,Cargo
9003079,LPG Tanker,Tanker
7377579,Bulk Carrier,Cargo - Hazard A (Major)
9615901,Ro-Ro/Passenger Ship,Passenger
8004947,Hopper Dredger,Other
9629160,Container Ship,Cargo
8616269,Tug,Reserved
9317743,Bulk Carrier,Cargo
9170145,Tug,Tug
9971707,Crude Oil Tanker,Tanker
5215545,Patrol Vessel,Law Enforce
9461001,Tug,Tug
9854466,Oil/Chemical Tanker,Tanker - Hazard B
9731808,Bulk Carrier,Cargo
9362970,Ore Carrier,Cargo
9764544,Towing Vessel,Other
8315310,Ro-Ro/Passenger Ship,Cargo
7941916,Crude Oil Tanker,Tanker
1066051,General Cargo,Cargo
8911748,Ro-Ro Cargo,Cargo
9417139,Floating Crane,Other
9660762,Multi Purpose Offshore Vessel,Tug
9525962,Tug,Tug
9593206,Crude Oil Tanker,Tanker
9392470,Oil/Chemical Tanker,Tanker
9712694,Bulk Carrier,Cargo
9968619,Vehicles Carrier,Cargo
8129888,Tug,Tug
8814902,Reefer,Cargo
8662024,Fishing Vessel,Pleasure Craft
8679948,Tug,Tug
9101053,Fishing Vessel,Fishing
7925273,Ro-Ro Cargo,Cargo
9194177,"Inland, Tug, single",Tug
9036313,Chemical Tanker,Tanker
8956281,General Cargo,
8661111,Yacht,Pleasure Craft
7609714,General Cargo,Cargo
8503814,General Cargo,Cargo
8522418,Crew Boat,Tug
8654388,Tug,
9564554,Trawler,Fishing
9218272,Bulk Carrier,Cargo
9550345,Container Ship,Cargo - Hazard A (Major)
9625906,Container Ship,Cargo - Hazard D (Recognizable)
8715235,Tug,Tug
8654948,Fishing Vessel,Pleasure Craft
9242443,Oil/Chemical Tanker,Tanker
9796676,Fire Fighting Vessel,Tug
9409376,Oil/Chemical Tanker,Tanker
8419570,General Cargo,Cargo
9417177,Oil Products Tanker,Tanker
9356244,Chemical Tanker,Tanker
5117432,Passenger/Cargo Ship,Other
9613836,General Cargo,Cargo
8500666,Ro-Ro Cargo,Cargo - Hazard A (Major)
9428073,Oil/Chemical Tanker,Tanker - Hazard D (Recognizable)
9797814,Oil/Chemical Tanker,Tanker
8744169,Multi Purpose Offshore Vessel,Other
9930997,Fishing Vessel,Fishing
1087445,Aggregates Carrier,Cargo
8649931,General Cargo,Cargo
9489845,Bulk Carrier,Cargo
9046928,Oil Products Tanker,Tanker
7928249,General Cargo,Cargo
9488217,Bulk Carrier,Cargo
9694414,Container Ship,Cargo - Hazard A (Major)
9799161,Crude Oil Tanker,Tanker
9333199,Heavy Load Carrier,Cargo
9295414,Container Ship,Cargo
9369021,Research/Survey Vessel,Other
9708899,Patrol Vessel,Law Enforce
9775103,Patrol Vessel,Military Ops
9885817,Fishing Vessel,Fishing
9574418,Bulk Carrier,Cargo
8791734,Fish Carrier,Cargo
9759745,Crude Oil Tanker,Tanker
1128201,Tug,Tug
9905746,Ro-Ro/Passenger Ship,Passenger
1095351,General Cargo,Cargo
8765888,Offshore Supply Ship,Other
9534303,General Cargo,Cargo
8662567,Ro-Ro/Passenger Ship,Passenger
7710862,Tug,Tug
8824244,General Cargo,Cargo
7518551,Bulk Carrier,Cargo
9766188,Bulk Carrier,Cargo
9344502,General Cargo,Cargo
9484601,General Cargo,Cargo
8698059,General Cargo,Cargo
9847889,Bulk Carrier,Cargo
9148025,Container Ship,Cargo - Hazard A (Major)
9156785,Bulk Carrier,Tanker
9848821,Oil/Chemical Tanker,Tanker
8407670,Crude Oil Tanker,Tanker - Hazard B
9268459,High Speed Craft,High Speed Craft
9567453,Bulk Carrier,Cargo
9818400,Container Ship,Cargo - Hazard A (Major)
9489522,General Cargo,Cargo
1009637,Yacht,Pleasure Craft
6705432,Trawler,Fishing
8009959,Yacht,Pleasure Craft
1081221,Aggregates Carrier,Other
1009766,Yacht,Pleasure Craft
8870786,Hopper Dredger,Dredger
9240366,Trawler,Fishing
9515735,Bulk Carrier,Cargo
9969209,Bulk Carrier,Cargo
1067067,General Cargo,Cargo
9739032,Bulk Carrier,Cargo
9749697,Oil/Chemical Tanker,Tanker
9547570,Oil/Chemical Tanker,Tanker - Hazard B
9303778,Container Ship,Cargo
8300016,Replenishment Vessel,Cargo
8992065,Passenger Ship,Passenger
8021581,Oil Products Tanker,Tanker
9422237,Oil/Chemical Tanker,Tanker - Hazard B
8755144,Drilling Jack Up,Other
9811878,Bulk Carrier,Cargo
9277371,Oil/Chemical Tanker,Tanker
9204506,Container Ship,Cargo
8601630,Oil Products Tanker,Cargo
7924372,Oil/Chemical Tanker,Tanker
9384100,Oil/Chemical Tanker,Tanker
8560666,Bulk Carrier,Cargo
8725450,Trawler,Fishing
8660648,Yacht,Pleasure Craft
9218117,Bulk Carrier,Cargo
9206853,Fishing Vessel,Fishing
9422108,Multi Purpose Offshore Vessel,Other
7047394,Ro-Ro Cargo,Cargo
7359280,Ro-Ro Cargo,Cargo
1105962,Motor Hopper,Other
8737958,Passenger Ship,Passenger
9187629,Crude Oil Tanker,Tanker
1078975,Oil/Chemical Tanker,Tanker
8311273,Research/Survey Vessel,Other
5087338,Research/Survey Vessel,Other
9226126,General Cargo,Cargo
9231327,Bulk Carrier,Cargo
7378250,Tug,Tug
8028436,Passenger Ship,Passenger
9795347,Heavy Load Carrier,Cargo
8323238,Ore Carrier,Cargo
9372925,General Cargo,Cargo
7358664,General Cargo,Cargo
9703033,Multi Purpose Offshore Vessel,Other
8967307,General Cargo,Cargo
9216509,Bulk Carrier,Cargo
8755613,Drilling Jack Up,Other
9358436,Container Ship,Cargo - Hazard D (Recognizable)
1054632,Crude Oil Tanker,Tanker
9084683,Oil Products Tanker,Dive Vessel
8832590,Salvage/Rescue Vessel,SAR
9078177,Oil/Chemical Tanker,Tanker
9403968,Oil/Chemical Tanker,Tanker
8786961,Fishing Vessel,Fishing
8513390,Vehicles Carrier,Cargo
7727528,Container Ship,Cargo
9187863,Container Ship,Cargo
8845171,Tug,Tug
9765902,Patrol Vessel,Law Enforce
9314284,Tug,Tug
9809693,Tug,Tug
9550515,Tug,Tug
9161065,LPG Tanker,Tanker
8331792,"Inland, Motor Freighter, Tug",Cargo
9233208,Crude Oil Tanker,Tanker
9228461,Fishery Patrol Vessel,Fishing
9207625,Articulated Pusher Tug,Local Vessel
7907233,General Cargo,Cargo
8869804,Oil Products Tanker,Tanker
8011330,General Cargo,Cargo
8650502,Tug,Tug
9353527,Oil/Chemical Tanker,Tanker
7367419,Tug,Tug
9251652,Oil Products Tanker,Tanker
9039896,Trawler,SAR
9393981,General Cargo,Cargo
9002609,Floating Storage/Production,Tanker
9378852,Tug,Tug
9559731,LPG Tanker,Tanker
9940605,LPG Tanker,Tanker
9066459,General Cargo,Cargo
9565986,Tug/Supply Vessel,Tug
1060083,Pusher Tug,Tug
9547776,Oil/Chemical Tanker,Tanker
9228069,Bulk Carrier,Cargo
1047031,Bulk Carrier,Cargo
9831775,Bulk Carrier,Cargo
7116169,Standby Safety Vessel,SAR
9133159,Fishing Vessel,Tug
9355587,Patrol Vessel,Law Enforce
8875205,Passenger Ship,Passenger
9012795,Container Ship,Cargo
9957892,LPG Tanker,Tanker
8903973,Fishing Vessel,Fishing
9870654,Passenger Ship,Passenger
9681845,Oil/Chemical Tanker,Tanker
9581538,Tender,Passenger
9255282,Oil/Chemical Tanker,Tanker
9732931,Oil/Chemical Tanker,Tanker
1053303,General Cargo,Cargo
9836684,Container Ship,Cargo
8503747,General Cargo,Cargo
9809057,Oil/Chemical Tanker,Tanker
9676450,General Cargo,Cargo
9277462,Floating Storage/Production,Tanker
8210883,Multi Purpose Offshore Vessel,Tug
8009014,Ro-Ro Cargo,Cargo
7220491,Heavy Lift Vessel,Cargo
9328376,Multi Purpose Offshore Vessel,Cargo
7031761,Research/Survey Vessel,Other
8993423,Fishing Vessel,Fishing
9301615,Oil/Chemical Tanker,Tanker
9361809,Vehicles Carrier,Cargo
8608602,General Cargo,Cargo
9868352,Container Ship,Cargo - Hazard A (Major)
8852576,Tug,Tug
9197882,Bulk Carrier,Cargo
9306976,Standby Safety Vessel,Other
8947163,Fishing Vessel,Fishing
9396402,Tug,Tug
8328197,General Cargo,Cargo
1017373,High Speed Craft,High Speed Craft
9552264,Standby Safety Vessel,Tug
9094999,General Cargo,Cargo
7010717,Ro-Ro/Passenger Ship,Passenger
7120330,General Cargo,Cargo
9074509,Bulk Carrier,Cargo
9173496,Tug,Tug
9279991,Fishing Vessel,Fishing
8721519,General Cargo,Cargo
5408221,Multi Purpose Offshore Vessel,SAR
9015773,General Cargo,Cargo
8113035,Fishing Vessel,Reserved
6801834,Fishing Vessel,Fishing
9087829,Oil Products Tanker,Tanker - Hazard A (Major)
9448114,Vehicles Carrier,Cargo
9494515,Floating Storage/Production,Other
9162875,Crude Oil Tanker,Tanker
9304734,Container Ship,Cargo - Hazard C (Minor)
8217532,General Cargo,Cargo
9954527,Tug,Tug
8408399,Bulk Carrier,Cargo
1045265,CO2 Tanker,Tanker
8016495,Tug,Tug
9706889,Container Ship,Cargo - Hazard A (Major)
9533359,Bulk Carrier,Cargo
9487512,Multi Purpose Offshore Vessel,Tug
9934395,Yacht,Pleasure Craft
9582934,Inland Tanker,Tanker
7110995,General Cargo,Cargo
1132654,Tug,Other
8775687,Fishing Vessel,Fishing
9903554,Bulk Carrier,Cargo
7420493,Vehicles Carrier,Cargo
1028425,Crude Oil Tanker,Tanker - Hazard A (Major)
9162318,General Cargo,Cargo
9598804,General Cargo,Cargo
9693355,Bulk Carrier,Cargo
7319632,Logistics Naval Vessel,Military Ops
1063920,General Cargo,Cargo
9260940,Tug,Tug
9596454,Oil/Chemical Tanker,Tanker - Hazard B
6912530,Ro-Ro/Passenger Ship,Passenger
9450624,Container Ship,Cargo - Hazard A (Major)
9257462,"Inland, Motor Freighter",Cargo
9736353,Bulk Carrier,Cargo
7356549,Deck Cargo Pontoon,Other
9858280,Fishing Vessel,Fishing
9788681,Bulk Carrier,Cargo
9011260,Chemical Tanker,Passenger
9279214,Container Ship,Other
9899179,General Cargo,Cargo
9425887,Bulk Carrier,Cargo
9401623,Fishing Vessel,Fishing
8208660,Tug,Tug
9049011,Landing Craft,Other
1090882,Landing Craft,Cargo
5132901,General Cargo,Cargo - Hazard A (Major)
9905473,Tug,Tug
9251092,General Cargo,Cargo
9126819,Passenger Ship,Passenger
9266944,Bulk Carrier,Cargo
9291432,Bulk Carrier,Cargo
8706260,Fishing Vessel,Fishing
9927251,Container Ship,Cargo - Hazard A (Major)
9906776,Crude Oil Tanker,Tanker
8545484,Multi Purpose Offshore Vessel,Reserved
7913725,Chemical Tanker,Tanker
9079444,Tug,Tug
9377456,Sailing Vessel,Pleasure Craft
9580247,General Cargo,Cargo
9298258,Bulk Carrier,Cargo
9821299,Oil/Chemical Tanker,Tanker - Hazard B
9781578,Utility Vessel,Cargo
9451719,Vehicles Carrier,Other
9859492,Passenger Ship,Passenger
9329825,Bulk Carrier,Cargo
8985452,Crew Boat,Passenger
9744104,Bulk Carrier,Cargo
9839624,Multi Purpose Offshore Vessel,Other
8813960,Bulk Carrier,Cargo
8733495,Trawler,Fishing
9542879,General Cargo,Cargo
1085019,Fishing Vessel,Fishing
9015357,Crude Oil Tanker,Tanker
8617976,Container Ship,Cargo
7915967,General Cargo,Cargo
8203438,Passenger Ship,Passenger
8674883,General Cargo,Cargo
9598397,Oil/Chemical Tanker,Tanker - Hazard A (Major)
9639567,Bulk Carrier,Cargo
9151498,General Cargo,Cargo
9392444,Bulk Carrier,Cargo
9897494,Fishing Vessel,Fishing
9528017,Bulk Carrier,Cargo
9756004,Bunkering Tanker,Tanker
1049170,Bulk Carrier,Cargo
9311787,Container Ship,Cargo - Hazard D (Recognizable)
9994735,Bulk Carrier,Cargo
9441520,Vehicles Carrier,Cargo
9413212,Multi Purpose Offshore Vessel,Other
9377353,Bulk Carrier,Cargo
8725797,Passenger Ship,Pilot Vessel
9812468,Ro-Ro Cargo,Cargo
1084807,Bulk Carrier,Cargo
9144732,Ro-Ro/Passenger Ship,Passenger
9877614,Oil/Chemical Tanker,Tanker
9039640,Bulk Carrier,Cargo
8102191,Training Ship,
9718313,Fishing Vessel,Fishing
9642057,Container Ship,Cargo
9365013,Trailing Suction Hopper Dredger,Dredger
9851050,Yacht,Pleasure Craft
9110169,Cement Carrier,Cargo
9544425,Tug/Supply Vessel,Law Enforce
9107150,High Speed Craft,High Speed Craft
9131864,Container Ship,Cargo - Hazard A (Major)
8406717,Ro-Ro Cargo,Cargo
8701088,General Cargo,Cargo
9650494,Bulk Carrier,Cargo
9030735,Container Ship,Cargo
8936009,Crane Ship,
9876907,Offshore Construction Jack Up,Other
9428229,Container Ship,Dredger
7027459,Fishery Patrol Vessel,Other
9597616,Ro-Ro/Passenger Ship,Passenger
7639111,Tug,Tug
8513704,General Cargo,
9850616,Fish Factory,Cargo
8841694,General Cargo,Cargo
9846330,Bulk Carrier,Cargo
9566007,Tug,Tug
9913444,Ro-Ro/Passenger Ship,Passenger
9059585,Oil Products Tanker,Tanker
9550436,Bulk Carrier,Cargo
9863883,Container Ship,Cargo
5040500,Offshore Safety Vessel,Law Enforce
8412936,Bulk Carrier,Cargo
8423947,Tug,Tug
9651591,Bulk Carrier,Cargo
8910366,Chemical Tanker,Tanker
9039169,Bulk Carrier,Cargo
9692349,Oil/Chemical Tanker,Tanker
7808633,Oil Products Tanker,
9702156,Container Ship,Cargo - Hazard A (Major)
8700254,General Cargo,Other
9550694,Crude Oil Tanker,Tanker
1059979,Container Ship,Cargo
8841967,Tug,Tug
9437892,General Cargo,Cargo
1122673,General Cargo,Cargo
6816607,Self Discharging Bulk Carrier,Cargo
9443669,Heavy Lift Vessel,Cargo
8989240,Towing Vessel,Tug
8300133,Container Ship,Cargo
9899167,General Cargo,Cargo
8901755,Container Ship,Cargo
8530635,Fishing Vessel,Fishing
9070474,Vehicles Carrier,Cargo
9426805,Container Ship,Cargo
9290323,Crude Oil Tanker,Tanker
8125167,General Cargo,Cargo
9214276,Ro-Ro/Passenger Ship,Passenger
9806392,Tug,Tanker
9652064,Crane Ship,Pleasure Craft
9550084,General Cargo,Cargo
9206243,Ro-Ro Cargo,Cargo
9653630,Multi Purpose Offshore Vessel,Sailing Vessel
9467744,Crude Oil Tanker,Tanker
9619608,Chemical Tanker,Tanker
9642526,Bulk Carrier,Cargo
6720860,Passenger Ship,Passenger
9521057,Offshore Supply Ship,Other
9213600,General Cargo,Cargo
7228118,Tanker,Tanker
9915002,Container Ship,Cargo
9125346,Asphalt/Bitumen Tanker,Tanker
9858400,Trawler,Fishing
8755156,Drilling Jack Up,Other
9451678,Tug,Fishing
9441300,Bulk Carrier,Cargo
9596698,General Cargo,Cargo
9567439,Bulk Carrier,Cargo
9590917,Bulk Carrier,Cargo
6721931,Oil Products Tanker,Tanker
1034917,High Speed Craft,High Speed Craft
9292527,Bulk Carrier,Cargo
8771796,Drill Barge,Other
9894791,Bulk Carrier,Cargo
9413731,Tug,Tug
8905012,General Cargo,Cargo
7710276,Reefer,Cargo
9833072,Tug,Tug
9570618,Tender,Anti-Pollution
9819076,Landing Craft,Cargo
9120542,Fishing Vessel,Fishing
9634634,General Cargo,Cargo
9784142,Container Ship,Cargo - Hazard D (Recognizable)
1008164,Yacht,Pleasure Craft
1054412,Tug,Tug
9201906,CO2 Tanker,Tanker
8924240,Multi Purpose Offshore Vessel,Other
7380758,General Cargo,Cargo
9945447,LNG Tanker,Tanker - Hazard D (Recognizable)
8845365,Tug,Local Vessel
9777589,Container Ship,Cargo
9147447,Crude Oil Tanker,Tanker
9754264,Multi Purpose Offshore Vessel,Tug
9883053,Bulk Carrier,Cargo
9615195,Bulk Carrier,Cargo
8512358,Ro-Ro/Passenger Ship,Passenger
9032850,Fishing Vessel,Fishing
9099339,General Cargo,Fishing
7006649,Motor Hopper,Other
9589310,Landing Craft,Sailing Vessel
7217705,Ro-Ro/Passenger Ship,Cargo
9414929,Bulk Carrier,Cargo
9734628,Pilot Ship,Pilot Vessel
9402598,LPG/Chemical Tanker,Tanker - Hazard D (Recognizable)
9504683,Crew Boat,Passenger
1004716,Yacht,Pleasure Craft
9301598,General Cargo,Cargo
9951185,Container Ship,Cargo - Hazard A (Major)
9131852,Container Ship,Cargo
9985928,Tug,Tug
9544750,Bulk Carrier,Cargo
9769441,Tug,Tug
8311132,Reefer,Cargo
9982926,Aggregates Carrier,Dredger
8517360,Bulk Carrier,Cargo
9237242,Ro-Ro/Passenger Ship,Passenger
8209004,Bulk Carrier,Cargo
8745694,Oil Products Tanker,Tanker - Hazard A (Major)
9342346,Crew Boat,
9466702,Passenger Ship,Passenger
9526681,Oil/Chemical Tanker,Tanker - Hazard B
1024663,General Cargo,Cargo
9594482,"Inland, Bulk Carrier maritime",Cargo
9977684,Tug,Tug
9375496,Container Ship,Cargo - Hazard A (Major)
9904986,Yacht,Pleasure Craft
9906958,Fish Carrier,Cargo
9251183,LPG Tanker,Tanker - Hazard A (Major)
7908938,General Cargo,Cargo
8707082,General Cargo,Tanker
9042051,Fishing Vessel,Fishing
8649814,General Cargo,Cargo
9162514,Chemical Tanker,Tanker - Hazard A (Major)
7924358,Bulk Carrier,Cargo
9304045,Passenger Ship,Passenger
1009168,Yacht,Pleasure Craft
8115930,Multi Purpose Offshore Vessel,Cargo
9718284,Tug,Tug
9641091,Crude Oil Tanker,Tanker
7832945,Fishing Vessel,Cargo
9695262,Yacht,Pleasure Craft
9866914,Fishing Vessel,Fishing
8936425,General Cargo,Cargo
9292278,Oil/Chemical Tanker,Tanker
8723359,Fishing Vessel,Cargo
7423249,Cement Carrier,Cargo
8606111,General Cargo,Cargo
9608972,Combat Vessel,Military Ops
9615781,Passenger Ship,Passenger
9797199,Container Ship,Cargo - Hazard A (Major)
8909977,Oil/Chemical Tanker,Tanker
8123494,Multi Purpose Offshore Vessel,
9846524,Container Ship,Cargo
9912567,Cement Carrier,Cargo
8358714,Yacht,Pleasure Craft
9780548,Oil/Chemical Tanker,Tanker
8304775,Ro-Ro/Passenger Ship,Passenger
7902001,Fish Factory,Reserved
7320291,Ro-Ro/Passenger Ship,Passenger
9065259,Passenger Ship,Passenger
9032056,Bulk Carrier,Cargo
9039767,Fishing Vessel,Fishing
8500513,Oil/Chemical Tanker,Tanker
9449118,Container Ship,Cargo - Hazard B
9627930,LPG/Chemical Tanker,Tanker
7222231,Passenger Ship,Passenger
9965576,Tug,Tug
5181457,General Cargo,Cargo
9157430,General Cargo,Cargo
9963633,Container Ship,Cargo - Hazard A (Major)
9686467,Pusher Tug,Tug
9579523,Crude Oil Tanker,Tanker
7633167,Pipelay Crane Vessel,Other
9425552,Oil Products Tanker,Tanker
9096870,Fishing Vessel,Fishing
8009935,General Cargo,Cargo
7227786,Tug,Tug
9188269,Trawler,Fishing
9030943,Ore Carrier,Cargo
1067108,General Cargo,Cargo
9133056,Aggregates Carrier,Sailing Vessel
8219310,Bulk Carrier,Cargo
9384356,Standby Safety Vessel,SAR
8022511,Bulk Carrier,Cargo
9522477,Multi Purpose Offshore Vessel,Other
9616577,Utility Vessel,Tug
7218981,Ro-Ro/Passenger Ship,Passenger
9538830,Drill Ship,Other
9100592,Bulk Carrier,Cargo
9970375,Oil/Chemical Tanker,Tanker - Hazard A (Major)
9481518,Fishing Vessel,Fishing
8312227,General Cargo,
7917733,Fishing Vessel,Fishing
9567738,Bulk Carrier,Cargo
9223497,Bulk Carrier,Cargo
7391692,Tug,Tug
9869679,Container Ship,Cargo
9379363,Container Ship,Cargo - Hazard A (Major)
7320100,Tug,Tug
7501895,Multi Purpose Offshore Vessel,Other
9116307,Bulk Carrier,Cargo
8208983,General Cargo,Cargo
8506737,Reefer,Fishing
9171096,General Cargo,Cargo
8632847,Fishing Vessel,Fishing
8739566,Fishing Vessel,Fishing
9897937,Bulk Carrier,Cargo
5045201,Trawler,Fishing
7051450,Fishing Vessel,Fishing
7425687,Multi Purpose Offshore Vessel,Tug
1010129,Yacht,Pleasure Craft
9641168,Ro-Ro/Passenger Ship,Passenger
7203285,Work Vessel,Tug
9376505,Heavy Lift Vessel,Cargo
9933858,Container Ship,Cargo - Hazard A (Major)
8657304,Fishing Vessel,Fishing
1016135,Bulk Carrier,Cargo
9936226,Salvage/Rescue Vessel,Medical Trans
8681915,Tug,Tug
1107130,Fishing Vessel,Fishing
9353797,Crude Oil Tanker,Tanker
9176955,Tug,Tug
9388962,Anchor Handling Vessel,Other
9421269,Oil/Chemical Tanker,Tanker - Hazard A (Major)
9120889,Trawler,Other
9347126,General Cargo,Cargo
8514124,General Cargo,Cargo
9942964,Tug,Tug
9110896,Bulk Carrier,Cargo
9355331,Container Ship,Cargo - Hazard A (Major)
9634426,General Cargo,Cargo
9743916,LPG/Chemical Tanker,Tanker
9476836,Bulk Carrier,Cargo
9236121,Deck Cargo Ship,Cargo
9445851,"Inland, Motor Tanker, liquid cargo, type C",Tanker
9619945,Container Ship,Cargo - Hazard A (Major)
9639842,Multi Purpose Offshore Vessel,Other
9878876,LNG Tanker,Tanker
1028841,Tug,Pleasure Craft
9287261,Salvage/Rescue Vessel,SAR
9215177,Container Ship,Cargo
7312141,General Cargo,Cargo
8845494,General Cargo,Cargo
8510740,Oil/Chemical Tanker,Tanker
9804241,Oil Products Tanker,Tanker - Hazard B
9106900,General Cargo,Cargo
7232406,Passenger Ship,Pleasure Craft
9849083,Deck Cargo Ship,Cargo
9467079,Bulk Carrier,Cargo
9668843,Tug,Reserved
9512068,Tug,
9478767,Bulk Carrier,Cargo
9423724,Oil/Chemical Tanker,Tanker
9867279,Deck Cargo Ship,Cargo
9606338,Container Ship,Cargo
9922718,Tug,Tug
9966491,General Cargo,Cargo
1138804,Yacht,Passenger
9340790,Tug,Tug
9407134,Container Ship,Cargo
8409173,Tug,SAR
8815140,Fishery Research Vessel,Other
9202235,Container Ship,Cargo - Hazard D (Recognizable)
8300872,General Cargo,Cargo
9039224,Passenger Ship,Passenger
9152478,Bulk Carrier,Cargo
9353979,LPG/Chemical Tanker,Tanker
9644457,Oil Products Tanker,Tanker
9554547,Inland Tanker,Other
9981752,Container Ship,Cargo
9209635,Tug,Other
1081116,Crude Oil Tanker,Tanker
9610341,Oil/Chemical Tanker,Tanker
8614871,Fishing Vessel,Fishing
9581992,Tug,Cargo
9133484,Container Ship,Cargo
9803170,Drilling Jack Up,Other
9223801,Tug,Tug
9874882,LPG Tanker,Tanker - Hazard B
1119896,Crew Boat,Passenger
9768473,Ro-Ro/Passenger Ship,Passenger
9792670,Tug,Tug
1053822,Tug,Tug
8202044,Self Discharging Bulk Carrier,Cargo
9983889,Oil/Chemical Tanker,Tanker
8633750,Yacht,Pleasure Craft
9361299,Tug,Tug
9512240,General Cargo,Cargo
1023322,Crude Oil Tanker,Tanker
9769398,Tug,Tug
1045069,Tug,Tug
9123661,Chemical Tanker,Tanker
9782089,Vehicles Carrier,Cargo
9094212,General Cargo,Cargo
7217834,Hopper Dredger,Other
